332;23.06.2015 19:47;1;10;10.573;59.926
255;24.06.2015 22:11;1;5;10.573;59.926
301;25.06.2015 08:27;1;5;10.573;59.926
232;25.06.2015 23:36;1;5;10.573;59.926
269;26.06.2015 07:39;1;5;10.573;59.926
313;26.06.2015 17:34;0;0;10.573;59.926
372;06.07.2015 14:38;0;0;12.615;55.663
317;16.07.2015 00:06;0;0;8.814;53.744
125;19.07.2015 14:45;1;6;10.144;54.317
210;20.07.2015 20:23;1;210;10.573;59.926
320;23.07.2015;1;6;10.573;59.926
280;24.07.2015 11:10;0;0;10.573;59.926
277;24.07.2015 18:55;0;0;10.573;59.926
273;25.07.2015 10:58;0;0;10.573;59.926
271;25.07.2015 20:44;0;0;10.573;59.926
268;26.07.2015 09:50;0;0;10.573;59.926
266;26.07.2015 15:21;0;0;10.573;59.926
264;26.07.2015 23:51;0;0;10.573;59.926
262;27.07.2015 11:22;0;0;10.573;59.926
260;27.07.2015 19:07;0;0;10.573;59.926
258;27.07.2015 23:47;0;0;10.573;59.926
256;28.07.2015 10:09;0;0;10.573;59.926
254;28.07.2015 14:24;0;0;10.573;59.926
253;28.07.2015 23:30;0;0;10.573;59.926
250;29.07.2015 13:56;0;0;10.573;59.926
248;29.07.2015 19:11;0;0;10.573;59.926
247;29.07.2015 23:24;0;0;10.573;59.926
244;30.07.2015 10:31;0;0;10.573;59.926
242;30.07.2015 21:24;0;0;10.573;59.926
239;31.07.2015 09:13;0;0;10.573;59.926
236;31.07.2015 20:32;0;0;10.573;59.926
233;01.08.2015 09:40;0;0;10.573;59.926
232;01.08.2015 17:18;0;0;10.573;59.926
231;01.08.2015 23:35;0;0;10.573;59.926
229;02.08.2015 08:19;0;0;10.573;59.926
227;02.08.2015 11:26;0;0;10.573;59.926
215;11.08.2015 16:00;0;0;10.573;59.926
222;11.08.2015 17:42;1;6;10.573;59.926
225;11.08.2015 18:14;1;6;10.573;59.926
232;11.08.2015 19:11;1;13;10.573;59.926
254;11.08.2015 23:49;1;6;10.573;59.926
254;12.08.2015 12:47;0;0;10.573;59.926
243;12.08.2015 13:32;0;0;10.573;59.926
188;12.08.2015 23:24;1;6;10.573;59.926
239;13.08.2015 08:25;1;6;10.573;59.926
245;13.08.2015 09:35;1;0;10.573;59.926
261;13.08.2015 12:33;1;6;10.573;59.926
231;13.08.2015 15:20;1;6;10.573;59.926
246;13.08.2015 18:03;0;0;10.573;59.926
239;13.08.2015 19:33;0;0;10.573;59.926
225;13.08.2015 21:21;1;6;10.573;59.926
254;14.08.2015 09:28;1;6;10.573;59.926
301;14.08.2015 17:46;1;6;10.573;59.926
244;14.08.2015 20:42;1;6;10.573;59.926
249;14.08.2015 21:36;1;6;10.573;59.926
269;15.08.2015 01:03;0;0;10.573;59.926
277;15.08.2015 11:28;1;6;10.573;59.926
255;15.08.2015 13:59;1;6;10.573;59.926
276;15.08.2015 17:41;1;6;10.573;59.926
306;15.08.2015 22:52;0;0;10.573;59.926
303;16.08.2015 10:35;0;0;10.573;59.926
304;16.08.2015 13:49;1;6;10.573;59.926
308;16.08.2015 19:12;1;6;10.573;59.926
303;16.08.2015 20:22;0;0;10.573;59.926
289;17.08.2015 15:19;0;0;10.573;59.926
282;17.08.2015 19:02;1;6;10.573;59.926
292;17.08.2015 20:48;1;6;10.573;59.926
294;17.08.2015 21:21;1;6;10.573;59.926
300;17.08.2015 22:15;1;6;10.573;59.926
298;18.08.2015 10:49;0;0;10.573;59.926
297;18.08.2015 11:53;1;6;10.573;59.926
313;18.08.2015 14:37;1;6;10.573;59.926
270;19.08.2015 07:00;0;0;10.573;59.926
266;19.08.2015 09:13;0;0;10.573;59.926
253;19.08.2015 15:19;1;6;10.573;59.926
290;19.08.2015 22:49;1;6;10.573;59.926
288;20.08.2015 09:50;1;6;10.573;59.926
313;20.08.2015 14:14;1;6;10.573;59.926
310;21.08.2015 07:49;0;0;10.573;59.926
297;21.08.2015 11:15;1;16;10.573;59.926
297;21.08.2015 12:30;0;0;10.573;59.926
310;22.08.2015 15:40;1;6;10.573;59.926
285;22.08.2015 19:59;1;6;10.573;59.926
300;24.08.2015 08:22;0;0;10.573;59.926
284;24.08.2015 17:31;0;0;10.573;59.926
272;24.08.2015 19:26;0;0;10.573;59.926
293;24.08.2015 23:05;1;6;10.573;59.926
279;26.08.2015 19:02;1;6;10.573;59.926
298;26.08.2015 23:23;1;6;10.573;59.926
301;27.08.2015 07:53;0;0;10.573;59.926
293;27.08.2015 15:12;0;0;10.573;59.926
282;30.08.2015 14:24;0;6;10.573;59.926
283;30.08.2015 14:31;0;0;10.573;59.926
276;30.08.2015 14:48;1;6;10.573;59.926
290;30.08.2015 17:19;0;0;10.573;59.926
276;30.08.2015 18:50;1;6;10.573;59.926
293;31.08.2015 12:33;0;0;10.573;59.926
278;31.08.2015 14:11;1;0;10.573;59.926
274;31.08.2015 16:23;0;0;10.573;59.926
244;31.08.2015 17:28;1;32;10.573;59.926
271;31.08.2015 17:48;1;32;10.573;59.926
278;31.08.2015 20:11;1;13;10.573;59.926
277;01.09.2015 05:21;1;5;10.573;59.926
274;01.09.2015 09:06;0;0;10.573;59.926
272;01.09.2015 13:53;0;0;10.573;59.926
260;01.09.2015 14:44;0;0;10.573;59.926
250;01.09.2015 16:26;1;14;10.573;59.926
240;01.09.2015 21:08;1;6;10.573;59.926
245;01.09.2015 21:56;1;6;10.573;59.926
241;02.09.2015 06:48;0;0;10.573;59.926
224;02.09.2015 13:48;1;13;10.573;59.926
241;02.09.2015 18:03;1;6;10.573;59.926
264;02.09.2015 22:03;0;0;10.573;59.926
267;03.09.2015 06:25;1;6;10.573;59.926
287;03.09.2015 09:47;1;6;10.573;59.926
300;03.09.2015 13:04;1;13;10.573;59.926
341;03.09.2015 16:17;1;13;10.573;59.926
283;03.09.2015 20:28;1;5;10.573;59.926
292;03.09.2015 22:13;1;0;10.573;59.926
290;04.09.2015 05:40;1;6;10.573;59.926
313;04.09.2015 09:36;0;0;10.573;59.926
324;04.09.2015 21:59;0;0;10.573;59.926
166;05.09.2015 13:39;0;0;10.573;59.926
147;05.09.2015 17:28;1;6;10.573;59.926
181;06.09.2015 06:34;1;6;10.573;59.926
234;06.09.2015 17:35;1;6;10.573;59.926
264;06.09.2015 22:48;1;6;10.573;59.926
277;07.09.2015 07:09;1;6;10.573;59.926
258;07.09.2015 14:34;0;0;10.573;59.926
254;07.09.2015 15:47;1;5;10.573;59.926
255;07.09.2015 18:33;1;6;10.573;59.926
264;07.09.2015 20:17;1;6;10.573;59.926
269;07.09.2015 21:06;1;6;10.573;59.926
262;08.09.2015 06:14;0;0;10.573;59.926
261;08.09.2015 12:21;0;0;10.573;59.926
260;08.09.2015 13:45;0;0;10.573;59.926
248;08.09.2015 14:43;1;6;10.573;59.926
250;08.09.2015 18:07;1;6;10.573;59.926
242;08.09.2015 18:36;1;32;10.573;59.926
279;08.09.2015 19:33;1;6;10.573;59.926
287;08.09.2015 20:57;1;6;10.573;59.926
288;09.09.2015 06:46;0;0;10.573;59.926
276;09.09.2015 14:35;1;6;10.573;59.926
312;09.09.2015 21:00;0;0;10.573;59.926
337;10.09.2015 16:06;0;0;10.573;59.926
112;11.09.2015 18:32;1;10;10.573;59.926
232;12.09.2015 16:38;1;10;10.573;59.926
238;12.09.2015 17:04;1;10;10.573;59.926
